"","subdomain-1","subdomain-2","subdomain-3","subdomain-4","subdomain-5","subdomain-6","subdomain-7","subdomain-8","subdomain-9","subdomain-10","subdomain-11","subdomain-12","subdomain-13","subdomain-14"
"/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/201787_050.swc",0,0,0,0,0,210.956145146665,26.7752113602842,254.149504397285,0,16146.8965796631,11517.6100409499,0,2540.8652179604,6541.48799264782
"/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/201787_053.swc",0,0,0,0,354.319410086659,724.984468628004,0,0,1882.76261625689,0,0,0,44.837966969032,323.035320925809
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212064/swc_allen_axon/006.swc",0,111.833881368894,0,129.63734932806,664.596862446008,0,2.26075208724814,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212064/swc_allen_axon/010.swc",0,2768.19925072729,0,157.137839357853,36767.6004519795,33910.9461852248,1832.49348084721,372.737155093916,23441.1170995237,0,0,0,5704.3926956915,252.857693292438
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212064/swc_allen_axon/012.swc",147.582696980128,0,0,0,0,854.453470450913,3565.4449664553,938.97581802973,179.911059109586,0,0,0,1502.19513400612,2955.40093259602
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212064/swc_allen_axon/015.swc",0,0,0,0,7030.90477144537,20256.900464432,0,0,1945.17506959012,0,0,0,1036.1474817649,2912.97941880464
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212065/swc_allen_axon/001.swc",0,0,0,0,0,0,342.305541452831,0,0,0,0,2115.25516088517,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212065/swc_allen_axon/002.swc",0,0,0,0,0,0,279.543300602385,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212065/swc_allen_axon/010.swc",5666.52463538277,680.258239353367,4713.21693448676,4349.34719864013,0,0,0,1192.05521836257,1619.16052991832,0,2307.82568630843,0,104.831282853879,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212065/swc_allen_axon/011.swc",5064.32023980491,641.952267279514,0,0,150.61101244392,0,0,0,436.538742259809,0,431.207589543839,435.188848688257,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212065/swc_allen_axon/012.swc",1509.13673927091,406.36260428699,0,0,0,0,0,0,145.463525878991,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212065/swc_allen_axon/015.swc",16297.3435712244,8048.98466069821,4504.06938900477,9567.43461494277,914.467074174965,0,0,118.579692801236,432.620578116516,0,19.2306335112756,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212065/swc_allen_axon/021.swc",6277.2774542016,4948.30235486254,3927.18443143266,3525.59229213602,36.4646182643123,0,1702.43055848464,2461.6616565073,5001.83985491402,1940.03291434602,7050.6421212418,932.605373113206,1585.77527782256,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212066/swc_allen_axon/004.swc",248.381470650376,1938.89778168406,2871.384033372,868.937527271435,675.40470714006,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212066/swc_allen_axon/005.swc",721.468804847776,3399.22262956525,1196.70553908426,9.95278980098095,811.652009313147,0,0,0,621.756027518772,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212066/swc_allen_axon/007.swc",5521.90442344911,13179.4959522081,1111.93169443794,5617.52922309667,4537.93321208843,3935.01751543668,2963.13173374981,1815.68364416123,44223.1672656049,1148.60889746781,9148.49019234127,3138.66624496515,2610.9322492738,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212066/swc_allen_axon/014.swc",524.717445458075,8399.5525198509,2640.82163374357,4358.4926854751,0,0,4379.03675703298,301.458772993438,3480.75410546625,0,770.523998778441,1885.48043272693,653.593705025776,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/001.swc",4138.1355964367,40.7387296931536,15504.2226315953,10473.619931335,90.9970265336849,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/003.swc",996.474639278087,0,0,93.8053780895268,0,0,0,0,0,155.036299595594,1159.78606844684,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/009.swc",5910.02515872759,1096.64487471619,6443.00367267143,19.7153083505078,442.88504108501,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/010.swc",11254.6943343874,0,381.636284476121,5092.43743824415,0,0,0,0,0,0,277.128925724681,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/011.swc",18580.8995832443,2484.02349059765,7924.83563853292,3434.15112589887,57.678298984904,0,2660.84497740784,3669.67354728768,2570.89296535616,0,3946.02603131017,1586.1278645982,1202.2421264403,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/013.swc",0,1526.02315578831,662.50387432701,3013.15380976672,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/015.swc",47.8154055316175,346.314531474758,428.821572111239,1148.96405187732,311.073267091703,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/016.swc",6193.38317671923,2876.02120154279,4533.6129404917,3448.70055799348,367.504434745666,0,0,0,0,0,0,147.217308286076,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/024.swc",0,208.068805703687,0,0,2507.0729060623,420.748752620101,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/027.swc",0,0,0,0,0,0,0,0,0,0,5409.13548175382,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/028.swc",8834.2568606845,109.09346325881,142.278558563187,496.79212546463,0,0,2120.01046101105,1502.61027521001,139.095336404096,3636.76310567086,55054.6975217621,834.915747612207,1808.24961125212,17.562908929184
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/031.swc",55246.1654512277,1140.35081593954,1682.3673101111,3161.84833679445,0,0,156.385170190341,386.927357813615,0,0,3408.84716859359,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/034.swc",22086.7987038454,678.740851223046,3418.41632624635,4999.9826142591,437.030142536222,0,0,0,212.845245885196,0,4636.24131199384,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212067/swc_allen_axon/039.swc",3394.15070124338,0,0,7.25852502297498,0,0,0,0,0,0,16439.3938026349,0,154.690695743783,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212068/swc_allen_axon/005.swc",0,96.1176964133994,0,0,473.150565773028,363.831264406462,0,0,813.002845471964,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212068/swc_allen_axon/008.swc",0,37.146262900065,0,0,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212069/swc_allen_axon/012.swc",0,112.78696183409,0,12255.8978082623,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212070/swc_allen_axon/002.swc",737.484895023593,3718.31648491444,9310.40153086939,838.087592376796,274.074443651956,0,0,0,466.747011003002,0,0,32.8312750670444,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212070/swc_allen_axon/003.swc",0,1857.22559126528,5644.78128255934,8853.05810354747,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212070/swc_allen_axon/014.swc",760.12439403412,120.405565011785,516.889224436918,8115.61776109535,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212070/swc_allen_axon/017.swc",0,0,0,1217.54922545043,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212070/swc_allen_axon/019.swc",0,0,0,217.099358856893,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212070/swc_allen_axon/021.swc",386.678090053999,0,1276.76828334767,714.417912877391,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/003.swc",578.893888809428,0,800.685807391732,4946.04748553029,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/004.swc",103.383638724965,0,9247.58250081988,6513.82410693415,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/006.swc",447.002635311168,418.056455276085,12000.1840946381,5287.83634883202,0,0,0,0,0,0,0,23.3707324170188,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/007.swc",547.138484660182,16.2678031687504,555.624399535487,803.038242775503,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/013.swc",382.333881809347,0,331.611324360116,0,0,0,0,0,0,0,0,353.949525559857,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/018.swc",0,0,0,0,0,1201.88632207572,1172.01445701154,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/027.swc",0,0,0,0,23.4391070525048,3348.40378287081,175.919214523405,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212071/swc_allen_axon/030.swc",0,0,0,0,691.306419421555,1975.85744310067,0,0,0,0,0,0,86.6431951412333,897.133131242603
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212072/swc_allen_axon/008.swc",0,9047.63782592278,331.133783835936,759.382738715618,299.678648309414,0,1776.75148986926,0,1545.76240758304,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212072/swc_allen_axon/010.swc",566.522491830088,1231.60781305281,0,0,244.238494913767,0,1036.11625433044,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212072/swc_allen_axon/019.swc",0,8517.41593419066,0,0,0,0,972.690012238681,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212073/swc_allen_axon/032.swc",5359.0403866011,116.229936595024,196.635056100851,322.590283720353,0,0,0,0,0,0,24.805679265556,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212074/swc_allen_axon/015.swc",0,0,0,0,0,3650.60683434536,5705.13159099878,0,0,0,0,3832.07381557178,217.540041630022,19110.8806692631
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212074/swc_allen_axon/022.swc",0,1317.04287275602,0,0,1758.35469057905,115.012318646081,0,0,357.680459165459,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212074/swc_allen_axon/025.swc",0,0,0,0,4468.86155568871,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212074/swc_allen_axon/026.swc",0,2391.89422028078,875.774218957409,1068.98779246823,319.490112362026,0,1644.60330903574,90.6318184830135,1272.67828124687,0,0,1863.28937453095,817.138291257421,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212074/swc_allen_axon/030.swc",0,27.326490238611,0,0,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/002.swc",4.83119188160322,15353.6212691161,2119.67901034353,1862.00092496027,0,0,132.283102435531,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/015.swc",2003.93165221732,522.626497023403,168.055394489037,66.5461559885869,0,0,0,0,0,632.821239284707,2096.78228030301,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/017.swc",0,0,256.735934974631,1095.76279184973,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/026.swc",528.15461044723,0,100.728417853587,0,0,0,292.192748426395,0,0,0,0,29027.9579352437,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/033.swc",0,0,0,0,0,0,0,0,0,0,0,2260.90151040723,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/036.swc",0,0,11.6592964058783,115.886705238106,0,0,0,0,0,5618.63085516232,785.795497020678,0,953.732514719247,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/038.swc",0,0,0,0,0,0,0,0,0,0,0,2707.36839258847,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/043.swc",235.33076599809,359.111405484212,7652.09966280763,510.222755652821,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/044.swc",0,381.799930540124,10750.6114155298,642.874907188089,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/046.swc",0,288.087996564579,2580.48299356628,299.473004590553,0,0,0,0,0,0,0,233.48598129357,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/047.swc",0,385.920685611361,1466.97756756971,1306.12141751836,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/048.swc",39.0952036704115,1566.17551421503,14406.9424756333,775.866779788303,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/049.swc",0,457.343599106814,1213.26864844515,166.120180379143,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/052.swc",4055.37357566583,764.10971984333,5020.964869576,789.051891855776,0,0,0,0,0,0,0,65.4258702098068,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/053.swc",0,0,840.645417503412,613.284899640679,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/054.swc",0,760.030928306875,1170.3472237141,1469.73910803134,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/055.swc",69.6335613565989,1412.46312920446,5122.63823059422,115.649078428744,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/212075/swc_allen_axon/074.swc",0,282.575134868312,3381.38246248835,656.249687404799,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/016.swc",0,318.258359731833,0,0,0,0,1539.52644536365,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/022.swc",0,0,0,0,1536.61946314899,7257.86425110915,0,0,5268.87079924707,0,0,0,82.8391769002099,199.073898424735
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/025.swc",0,0,0,0,4377.29277403873,7125.1944852808,0,0,5343.77784513124,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/033.swc",955.067923049754,1290.67734346264,1505.42757951287,0,338.332545669464,0,0,0,868.345306356151,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/035.swc",2972.86194257412,5503.81287503475,0,2036.45349560549,488.085443737091,0,0,0,472.338434769824,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/036.swc",2708.2130381869,257.590519399538,0,0,0,569.210711193801,0,0,1134.71655834975,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/043.swc",0,0,0,0,0,93.3574429579185,0,0,0,0,0,0,1087.56567344732,54.6602031674514
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/045.swc",0,0,0,0,0,1091.74905694512,0,0,1095.30322229006,5.9061527396981,656.940648219162,0,1549.49632058624,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/049.swc",473.339155279759,439.532459382402,64.7684650526332,5053.14197727059,0,0,0,0,1988.88395016556,0,0,0,44.3429494067126,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/051.swc",729.488447926841,2596.9674481528,0,134.757692990561,67.1832837183429,274.557683088302,1213.56976906707,11100.8361240351,30961.372156432,0,0,0,765.428994561976,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220103/swc_allen_axon/052.swc",2146.1502583555,7443.04873731838,6.77404271809892,0,3471.48290547842,11270.3897042913,11622.3405473606,9466.14702759899,45290.8956368904,0,1496.45503474296,0,11479.1540790797,875.497576920053
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/002.swc",0,35.5616638078023,3959.83902738693,922.171921006993,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/007.swc",0,0,0,434.511886561225,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/011.swc",0,0,0,5047.85101516088,6.33785855614455,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/016.swc",2895.53797677683,24672.9934145975,4669.53987042029,29139.7028459604,3533.29627339566,697.306679483033,446.396537610838,0,2999.82972725272,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/017.swc",7134.08233585184,22117.8657991646,1893.93687229549,6767.13474561925,2480.62361990268,163.541305860353,232.765784745906,164.012056239954,2868.63465575836,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/018.swc",858.535443999386,8127.41939948559,445.992353285899,14668.8405395359,3512.12956373297,279.311561131721,54.1922010810898,0,2852.75757529626,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/022.swc",0,3227.99991559025,855.852880026826,1262.96778581368,611.411922131412,325.586571765434,56.9165445599402,0,490.67759197142,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/023.swc",718.11629446438,1163.80985193215,2572.85657367905,4159.60655947291,142.918560852065,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/024.swc",0,1251.29973911775,44.0145991190728,1466.17756736501,778.496092775878,0,0,0,367.938728967102,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/026.swc",486.869282950451,0,0,0,0,0,0,568.89673718278,0,0,0,0,1190.41717769991,292.44577386333
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/028.swc",0,0,0,0,0,428.3874497083,0,496.692238227437,0,0,0,0,603.141419255845,271.846043600779
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/031.swc",434.95877013128,3378.30953482795,0,0,0,46.7644702735443,0,426.183893113277,2201.39499461104,0,0,0,715.249546714831,428.792822839567
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/032.swc",902.108330921905,0,0,0,0,163.138355636486,0,1744.53139391515,5481.83288678216,0,2251.90580189806,0,528.840750287501,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/033.swc",2142.83734338237,55.7560750105673,0,0,0,419.901002259857,4490.61351972805,1011.33477252748,0,0,0,580.319394154428,603.003549686888,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/034.swc",3317.43283055312,0,0,0,0,0,0,1077.43196807703,220.185680220069,17.6600575002401,5849.02136845217,0,2648.32785897123,532.275712607055
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/036.swc",3462.61194009674,1447.52858431598,0,0,420.078761474046,1094.78789174038,1530.57849974891,1572.17186730357,7426.91013053792,0,762.703682657437,0,964.32409820735,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/039.swc",0,0,84.439735455119,152.444459474841,0,18.7868946693952,0,0,107.802804382737,0,0,30.3481071939079,268.829276772563,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/040.swc",536.85862593074,7199.20858099485,0,656.596711435753,7181.36093644237,286.249447410833,39.5808101914205,0,5760.78839456879,0,0,0,190.185691293505,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/043.swc",0,4114.44714072723,0,0,5387.76885149216,936.57658076789,22.6636893027092,0,1930.4628709858,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/047.swc",0,2703.47898300902,0,0,3093.43315789542,982.474333110976,0,0,5235.62935428668,0,0,0,208.421901170467,172.108224525089
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/048.swc",92.8081615159389,2044.28473316059,0,0,896.526194946525,0,0,0,523.737842902242,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/049.swc",0,5628.8742025246,0,2660.20696042448,7571.66162087903,2523.30926277063,3693.97359153529,0,4371.75267641357,0,0,0,1058.62523463315,157.073748986958
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/055.swc",0,0,0,0,0,1535.06462632353,0,0,0,0,0,0,1334.59084271969,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/056.swc",0,0,0,0,0,0,0,0,0,2857.25117554263,0,0,860.006538824492,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/057.swc",0,0,0,0,0,603.412119520421,0,1117.02364671034,0,384.848948345424,0,0,3168.87620938798,552.82737344359
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/058.swc",0,0,0,0,0,86.6502221812034,0,0,0,0,0,0,506.843853562029,2837.54358684708
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/063.swc",0,0,0,0,0,600.378359745435,0,0,0,0,0,0,199.70170859072,902.088654007685
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/065.swc",0,8637.71465020178,0,106.113729377589,67588.8300528922,20147.0181413105,3584.69500406869,0,10877.9509496409,0,173.323167714761,0,1029.01688959745,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/066.swc",0,2412.7613245938,0,248.977135236998,16082.0672448037,6826.80374046312,2891.58747848928,0,1745.95866370781,0,0,2060.3782533091,1632.60877354853,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/067.swc",0,0,0,0,10725.9401650843,16701.1567560817,106.346024832191,0,12552.2412059054,0,0,0,1891.17150697917,875.945589380174
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/068.swc",1533.16828784347,6736.29179782156,0,885.554050465182,10814.4286145201,17279.7116602699,4345.17083016635,0,28542.7397774237,1159.83633609134,440.229843532571,0,703.864754051797,471.421555493928
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/072.swc",0,0,0,0,19274.391144858,20396.7142657721,64.6720178516626,0,1942.76743505472,0,0,0,510.391330971728,484.92959966249
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/075.swc",0,0,0,0,0,1796.20798038005,0,0,0,0,0,0,1339.96461577739,1387.01383347095
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/077.swc",0,0,0,0,1108.2022476477,215.530587060974,0,0,789.347825457348,0,0,0,458.745644615682,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220187/swc_allen_axon/080.swc",0,0,0,0,4146.21606023962,7388.22906748242,487.873346155973,0,0,0,0,0,449.516273507241,271.431014881215
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/004.swc",2536.58845527614,21480.5819557638,2664.08593089298,6708.02759430295,19197.3074944162,4516.33605766212,7890.66915227554,406.472823939428,20571.1517671876,0,0,3719.13692417551,975.363838088882,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/017.swc",0,0,0,0,0,1256.92169720275,0,0,0,0,0,0,1631.96186271745,1217.26478373688
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/022.swc",0,0,0,0,0,0,0,1227.8878514483,0,0,0,0,2684.67008599889,548.948356622217
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/023.swc",0,0,0,0,0,1538.27997021691,0,0,39.3909584118841,1234.98911908223,0,0,3682.9886472137,6410.9392404059
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/035.swc",0,821.652151116814,0,0,0,0,0,0,0,0,0,0,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/061.swc",274.499223081692,261.00058293762,0,0,630.030169756425,1004.85858179978,240.710468564265,0,2101.57871433524,0,0,0,0,34.0326713343585
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/070.swc",4002.75513116213,2440.74939895782,985.713856753531,0,0,418.473239678716,10045.9860702549,0,1714.0116985095,0,0,333.448020056212,0,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/071.swc",0,0,0,0,0,1761.3417458272,0,0,756.325442677634,1633.22694283037,0,0,3123.59802029909,1763.21598699249
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/081.swc",0,0,0,0,0,2745.18757006139,1792.26285889883,0,54.5600993794415,0,0,0,1681.21451450966,2632.66351883703
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/082.swc",0,0,0,0,479.867928158873,2668.23708522308,0,0,0,0,0,0,0,1242.32316316906
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/097.swc",250.055886644429,94.255573502982,0,0,1542.90585244203,0,0,0,777.568520957505,0,0,0,10.4019582834688,0
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/104.swc",0,0,0,0,5297.68463765912,9273.58890388983,3112.3367055661,20.0486350581584,353.613958384975,0,0,0,1103.10347869944,996.431866388264
"/run/media/admin/LeGAO2/project_mouse_cortex/swc_files/220188/swc_allen_axon/116.swc",4665.25354553556,4043.29692823753,1094.93208177867,1184.97483372383,431.863971970146,0,517.00885229017,0,0,0,168.829137458947,0,0,0
