"","Hemisphere","ProjectID","AxonType","SWCPath"
"1597","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195839_197.swc"
"1598","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195839_198.swc"
"1599","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195839_203.swc"
"1600","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195839_205.swc"
"1601","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195839_206.swc"
"1602","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_001.swc"
"1603","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_002.swc"
"1604","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_004.swc"
"1605","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_011.swc"
"1606","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_016.swc"
"1607","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_018.swc"
"1608","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_019.swc"
"1609","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_020.swc"
"1610","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_022.swc"
"1611","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_026.swc"
"1612","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_027.swc"
"1613","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_030.swc"
"1614","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_031.swc"
"1615","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_033.swc"
"1616","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_034.swc"
"1617","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_035.swc"
"1618","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_037.swc"
"1619","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_040.swc"
"1620","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_044.swc"
"1621","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_045.swc"
"1622","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_052.swc"
"1623","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_055.swc"
"1624","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_072.swc"
"1625","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_079.swc"
"1626","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_081.swc"
"1627","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_082.swc"
"1628","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_087.swc"
"1629","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_089.swc"
"1630","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_091.swc"
"1631","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_093.swc"
"1632","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_098.swc"
"1633","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_105.swc"
"1634","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_106.swc"
"1635","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_107.swc"
"1636","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_111.swc"
"1637","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_112.swc"
"1638","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_115.swc"
"1639","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_116.swc"
"1640","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_119.swc"
"1641","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_121.swc"
"1642","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_130.swc"
"1643","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_132.swc"
"1644","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_139.swc"
"1645","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_141.swc"
"1646","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_142.swc"
"1647","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_147.swc"
"1648","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_149.swc"
"1649","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_150.swc"
"1650","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_154.swc"
"1651","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_155.swc"
"1652","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_158.swc"
"1653","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_159.swc"
"1654","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195840_173.swc"
"1655","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_018.swc"
"1656","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_019.swc"
"1657","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_030.swc"
"1658","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_038.swc"
"1659","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_039.swc"
"1660","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_040.swc"
"1661","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_042.swc"
"1662","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_043.swc"
"1663","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_044.swc"
"1664","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_045.swc"
"1665","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_046.swc"
"1666","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_047.swc"
"1667","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_048.swc"
"1668","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_050.swc"
"1669","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_051.swc"
"1670","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_052.swc"
"1671","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_053.swc"
"1672","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_054.swc"
"1673","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_056.swc"
"1674","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_069.swc"
"1675","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_071.swc"
"1676","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_077.swc"
"1677","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_086.swc"
"1678","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_088.swc"
"1679","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195841_090.swc"
"1680","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_003.swc"
"1681","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_004.swc"
"1682","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_007.swc"
"1683","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_011.swc"
"1684","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_021.swc"
"1685","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_024.swc"
"1686","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_026.swc"
"1687","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_027.swc"
"1688","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_028.swc"
"1689","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_029.swc"
"1690","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_032.swc"
"1691","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_033.swc"
"1692","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_034.swc"
"1693","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_035.swc"
"1694","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_036.swc"
"1695","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_038.swc"
"1696","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_039.swc"
"1697","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_041.swc"
"1698","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_042.swc"
"1699","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195936_043.swc"
"1700","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_001.swc"
"1701","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_003.swc"
"1702","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_004.swc"
"1703","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_005.swc"
"1704","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_006.swc"
"1705","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_007.swc"
"1706","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_008.swc"
"1707","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_009.swc"
"1708","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_010.swc"
"1709","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_011.swc"
"1710","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_015.swc"
"1711","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_016.swc"
"1712","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_017.swc"
"1713","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_018.swc"
"1714","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_019.swc"
"1715","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_020.swc"
"1716","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_022.swc"
"1717","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_025.swc"
"1718","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_026.swc"
"1719","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_030.swc"
"1720","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_033.swc"
"1721","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195937_035.swc"
"1722","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_003.swc"
"1723","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_009.swc"
"1724","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_018.swc"
"1725","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_021.swc"
"1726","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_023.swc"
"1727","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_025.swc"
"1728","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_027.swc"
"1729","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_028.swc"
"1730","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_030.swc"
"1731","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_031.swc"
"1732","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_039.swc"
"1733","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195938_040.swc"
"1734","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195939_004.swc"
"1735","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195939_006.swc"
"1736","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195939_022.swc"
"1737","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195939_028.swc"
"1738","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195941_005.swc"
"1739","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195941_006.swc"
"1740","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195941_008.swc"
"1741","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195941_009.swc"
"1742","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195941_013.swc"
"1743","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195941_014.swc"
"1744","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195941_016.swc"
"1745","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_004.swc"
"1746","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_005.swc"
"1747","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_009.swc"
"1748","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_011.swc"
"1749","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_018.swc"
"1750","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_019.swc"
"1751","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_024.swc"
"1752","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_029.swc"
"1753","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_030.swc"
"1754","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_032.swc"
"1755","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_036.swc"
"1756","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_041.swc"
"1757","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_042.swc"
"1758","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_043.swc"
"1759","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_048.swc"
"1760","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_049.swc"
"1761","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_053.swc"
"1762","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_055.swc"
"1763","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_059.swc"
"1764","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_060.swc"
"1765","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_061.swc"
"1766","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_063.swc"
"1767","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_064.swc"
"1768","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_068.swc"
"1769","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_069.swc"
"1770","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_074.swc"
"1771","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_076.swc"
"1772","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195942_078.swc"
"1773","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_001.swc"
"1774","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_002.swc"
"1775","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_003.swc"
"1776","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_006.swc"
"1777","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_007.swc"
"1778","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_010.swc"
"1779","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_025.swc"
"1780","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_033.swc"
"1781","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_034.swc"
"1782","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_039.swc"
"1783","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_040.swc"
"1784","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_041.swc"
"1785","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_042.swc"
"1786","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_043.swc"
"1787","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_045.swc"
"1788","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_047.swc"
"1789","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_048.swc"
"1790","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_051.swc"
"1791","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_054.swc"
"1792","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_056.swc"
"1793","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_057.swc"
"1794","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195943_059.swc"
"1795","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_014.swc"
"1796","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_015.swc"
"1797","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_031.swc"
"1798","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_039.swc"
"1799","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_040.swc"
"1800","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_041.swc"
"1801","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_044.swc"
"1802","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_046.swc"
"1803","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_050.swc"
"1804","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_062.swc"
"1805","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/195944_064.swc"
"1806","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_005.swc"
"1807","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_011.swc"
"1808","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_013.swc"
"1809","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_016.swc"
"1810","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_018.swc"
"1811","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_023.swc"
"1812","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_024.swc"
"1813","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_025.swc"
"1814","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_026.swc"
"1815","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_027.swc"
"1816","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_028.swc"
"1817","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_029.swc"
"1818","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_032.swc"
"1819","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_033.swc"
"1820","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_036.swc"
"1821","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_037.swc"
"1822","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_038.swc"
"1823","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_042.swc"
"1824","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_045.swc"
"1825","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_047.swc"
"1826","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196548_048.swc"
"1827","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_001.swc"
"1828","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_002.swc"
"1829","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_003.swc"
"1830","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_004.swc"
"1831","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_009.swc"
"1832","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_016.swc"
"1833","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_020.swc"
"1834","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_023.swc"
"1835","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_028.swc"
"1836","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_030.swc"
"1837","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_032.swc"
"1838","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_033.swc"
"1839","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196549_035.swc"
"1840","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_001.swc"
"1841","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_002.swc"
"1842","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_003.swc"
"1843","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_008.swc"
"1844","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_011.swc"
"1845","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_012.swc"
"1846","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_013.swc"
"1847","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_014.swc"
"1848","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_015.swc"
"1849","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_017.swc"
"1850","Left","PFC","IT","/run/media/admin/LeGAO/website_merge_revised3/swc_allen_axon/196550_018.swc"
